RequestID,Tracking Number,CarrierName
47920,1Z9F72W00332647295,UPS
47920,1Z9F72W00332647295,UPS
49093,92748902711361553018002039,UPS Mail Innovations
49094,92748902711361553018001988,UPS Mail Innovations
49095,92748902711361553018002121,UPS Mail Innovations
49097,92748902711361553018002015,UPS Mail Innovations
49098,92748902711361553018001995,UPS Mail Innovations
49099,92748902711361553018002138,UPS Mail Innovations
49101,92748902711361553018002107,UPS Mail Innovations
49102,92748902711361553018002091,UPS Mail Innovations
49103,92748902711361553018002114,UPS Mail Innovations
49104,92748902711361553018002022,UPS Mail Innovations
49105,92748902711361553018001971,UPS Mail Innovations
49107,92748902711361553018002145,UPS Mail Innovations
49109,92748902711361553018002152,UPS Mail Innovations
49110,92748902711361553018002084,UPS Mail Innovations
49111,92748902711361553018001964,UPS Mail Innovations
49113,92748902711361553018001957,UPS Mail Innovations
49114,92748902711361553018001940,UPS Mail Innovations
49115,92748902711361553018002077,UPS Mail Innovations
49116,92748902711361553018002008,UPS Mail Innovations
49117,92748902711361553018001926,UPS Mail Innovations
49119,92748902711361553018002060,UPS Mail Innovations
49120,92748902711361553018001933,UPS Mail Innovations
49121,92748902711361553018001919,UPS Mail Innovations
49122,92748902711361553018001902,UPS Mail Innovations
49124,92748902711361553018002169,UPS Mail Innovations
49125,92748902711361553018001889,UPS Mail Innovations
49126,92748902711361553018001896,UPS Mail Innovations
49127,92748902711361553018002053,UPS Mail Innovations
49128,92748902711361553018001872,UPS Mail Innovations
49130,92748902711361553018001865,UPS Mail Innovations
49131,92748902711361553018001858,UPS Mail Innovations
49132,1Z9F72W00332647302,UPS
49138,92748902711361553018001834,UPS Mail Innovations
49139,92748902711361553018001841,UPS Mail Innovations
49140,92748902711361553018002213,UPS Mail Innovations
49141,92748902711361553018002046,UPS Mail Innovations
49142,92748902711361553018002206,UPS Mail Innovations
49143,92748902711361553018002176,UPS Mail Innovations
49145,92748902711361553018002183,UPS Mail Innovations
49146,92748902711361553018002190,UPS Mail Innovations
49147,92748902711361553018002220,UPS Mail Innovations
49188,92748902711361553018002237,UPS Mail Innovations
49189,1Z9F72W00332647311,UPS
49191,92748902711361553018002244,UPS Mail Innovations
49192,92748902711361553018002251,UPS Mail Innovations
49194,92748902711361553018002268,UPS Mail Innovations
49195,92748902711361553018002275,UPS Mail Innovations
49196,92748902711361553018002282,UPS Mail Innovations
49199,92748902711361553018002299,UPS Mail Innovations
49200,92748902711361553018002312,UPS Mail Innovations
49202,92748902711361553018002305,UPS Mail Innovations
49203,92748902711361553018002336,UPS Mail Innovations
49205,92748902711361553018002329,UPS Mail Innovations
49207,92748902711361553018002343,UPS Mail Innovations
49209,92748902711361553018002367,UPS Mail Innovations
49210,92748902711361553018002350,UPS Mail Innovations
49212,92748902711361553018002398,UPS Mail Innovations
49213,92748902711361553018002404,UPS Mail Innovations
49214,92748902711361553018002381,UPS Mail Innovations
49216,92748902711361553018002374,UPS Mail Innovations
49222,92748902711361553018002411,UPS Mail Innovations
49224,92748902711361553018002428,UPS Mail Innovations
49226,92748902711361553018002435,UPS Mail Innovations
49228,92748902711361553018002442,UPS Mail Innovations
49231,92748902711361553018002466,UPS Mail Innovations
49232,92748902711361553018002459,UPS Mail Innovations
49234,92748902711361553018002473,UPS Mail Innovations
49235,92748902711361553018002503,UPS Mail Innovations
49237,92748902711361553018002497,UPS Mail Innovations
49238,92748902711361553018002480,UPS Mail Innovations
49239,92748902711361553018002510,UPS Mail Innovations
49241,92748902711361553018002541,UPS Mail Innovations
49242,92748902711361553018002558,UPS Mail Innovations
49243,92748902711361553018002589,UPS Mail Innovations
49245,92748902711361553018002534,UPS Mail Innovations
49246,92748902711361553018002596,UPS Mail Innovations
49247,92748902711361553018002572,UPS Mail Innovations
49249,92748902711361553018002527,UPS Mail Innovations
49250,92748902711361553018002626,UPS Mail Innovations
49252,92748902711361553018002565,UPS Mail Innovations
49253,92748902711361553018002602,UPS Mail Innovations
49254,92748902711361553018002619,UPS Mail Innovations
49257,92748902711361553018002633,UPS Mail Innovations
49258,92748902711361553018002640,UPS Mail Innovations
49259,1Z9F72W00332647320,UPS
49260,92748902711361553018002657,UPS Mail Innovations
49261,92748902711361553018002664,UPS Mail Innovations
49262,92748902711361553018002671,UPS Mail Innovations
49263,92748902711361553018002688,UPS Mail Innovations
