RequestID,Tracking Number,CarrierName
45925,1Z9F72W00332545627,UPS
45967,1Z9F72W00332545636,UPS
45971,1Z9F72W00332545645,UPS
46025,1Z9F72W00332545654,UPS
46555,1Z9F72W00332545663,UPS
46627,1Z9F72W00332545672,UPS
47024,1Z9F72W00332545681,UPS
47025,1Z9F72W00332545690,UPS
47030,1Z9F72W00332545707,UPS
47088,1Z9F72W00332545716,UPS
47121,1Z9F72W00332545725,UPS
47123,1Z9F72W00332545734,UPS
47173,1Z9F72W00332545743,UPS
48418,1Z9F72W00332545510,UPS
48419,1Z9F72W00332545467,UPS
48420,1Z9F72W00332545501,UPS
48421,1Z9F72W00332545547,UPS
48422,1Z9F72W00332545485,UPS
48423,1Z9F72W00332545494,UPS
48424,1Z9F72W00332545574,UPS
48429,1Z9F72W00332545538,UPS
48432,1Z9F72W00332545529,UPS
48434,1Z9F72W00332545556,UPS
48437,1Z9F72W00332545565,UPS
48439,1Z9F72W00332545912,UPS
48440,1Z9F72W00332545752,UPS
48444,1Z9F72W00332545476,UPS
48445,1Z9F72W00332545761,UPS
48450,1Z9F72W00332545770,UPS
48460,1Z9F72W00332545458,UPS
48462,1Z9F72W00332545921,UPS
48463,1Z9F72W00332545789,UPS
48464,1Z9F72W00332545798,UPS
48466,1Z9F72W00332545805,UPS
48509,1Z9F72W00332545814,UPS
48512,1Z9F72W00332545823,UPS
48513,1Z9F72W00332545832,UPS
48521,1Z9F72W00332545841,UPS
48530,1Z9F72W00332545850,UPS
48546,1Z9F72W00332545869,UPS
48554,1Z9F72W00332545878,UPS
48572,1Z9F72W00332545887,UPS
48583,1Z9F72W00332545896,UPS
48593,1Z9F72W00332545903,UPS
48615,1Z9F72W00332545430,UPS
48616,1Z9F72W00332545449,UPS
48617,1Z9F72W00332545583,UPS
48617,1Z9F72W00332545583,UPS
48618,1Z9F72W00332545592,UPS
48619,1Z9F72W00332545609,UPS
48621,1Z9F72W00332545618,UPS
48624,1Z9F72W00332545976,UPS
48625,1Z9F72W00332545949,UPS
48626,1Z9F72W00332545967,UPS
48627,1Z9F72W00332545930,UPS
48629,1Z9F72W00332545958,UPS
48630,1Z9F72W00332545985,UPS
48631,1Z9F72W00332545994,UPS
48632,1Z9F72W00332546000,UPS
48633,1Z9F72W00332546019,UPS
48634,1Z9F72W00332546028,UPS
48635,1Z9F72W00332546037,UPS
48636,1Z9F72W00332546215,UPS
48636,1Z9F72W00332546206,UPS
48637,1Z9F72W00332546046,UPS
48638,1Z9F72W00332546199,UPS
48639,1Z9F72W00332546055,UPS
48641,1Z9F72W00332546073,UPS
48642,1Z9F72W00332546064,UPS
48644,1Z9F72W00332546082,UPS
48646,1Z9F72W00332546091,UPS
48647,1Z9F72W00332546108,UPS
48649,1Z9F72W00332546117,UPS
48650,1Z9F72W00332546144,UPS
48651,1Z9F72W00332546135,UPS
48652,1Z9F72W00332546126,UPS
48653,1Z9F72W00332546224,UPS
48654,1Z9F72W00332546233,UPS
48655,1Z9F72W00332546153,UPS
48656,1Z9F72W00332546171,UPS
48658,1Z9F72W00332546162,UPS
48659,1Z9F72W00332546242,UPS
48660,1Z9F72W00332546180,UPS
48661,1Z9F72W00332546251,UPS
48662,1Z9F72W00332546260,UPS
48725,1Z9F72W00332552717,UPS
