RequestID,Tracking Number,CarrierName
47184,1Z9F72W00332367838,UPS
47191,1Z9F72W00332380813,UPS
47194,1Z9F72W00332380822,UPS
47197,1Z9F72W00332380831,UPS
47203,1Z9F72W00332380840,UPS
47207,1Z9F72W00332380868,UPS
47209,1Z9F72W00332380859,UPS
47210,1Z9F72W00332380877,UPS
47212,1Z9F72W00332380886,UPS
47214,1Z9F72W00332380895,UPS
47215,1Z9F72W00332380902,UPS
47216,1Z9F72W00332380911,UPS
47218,1Z9F72W00332390437,UPS
47219,1Z9F72W00332390455,UPS
47220,1Z9F72W00332390446,UPS
47221,1Z9F72W00332390464,UPS
47222,1Z9F72W00332390482,UPS
47223,1Z9F72W00332390473,UPS
47225,1Z9F72W00332390491,UPS
47226,1Z9F72W00332390508,UPS
47227,1Z9F72W00332390517,UPS
