RequestID,Tracking Number,CarrierName
50232,92748902711361553018013059,UPS Mail Innovations
50323,92748902711361553018014117,UPS Mail Innovations
50238,92748902711361553018013073,UPS Mail Innovations
50165,92748902711361553018013998,UPS Mail Innovations
50073,92748902711361553018013806,UPS Mail Innovations
50065,92748902711361553018012380,UPS Mail Innovations
50318,92748902711361553018014087,UPS Mail Innovations
50053,92748902711361553018012854,UPS Mail Innovations
50031,92748902711361553018013929,UPS Mail Innovations
50204,92748902711361553018013561,UPS Mail Innovations
50203,92748902711361553018013547,UPS Mail Innovations
50142,92748902711361553018014025,UPS Mail Innovations
50071,92748902711361553018012427,UPS Mail Innovations
50214,92748902711361553018014063,UPS Mail Innovations
50167,92748902711361553018012946,UPS Mail Innovations
50072,92748902711361553018013820,UPS Mail Innovations
50132,92748902711361553018012809,UPS Mail Innovations
50176,92748902711361553018012045,UPS Mail Innovations
50121,92748902711361553018013714,UPS Mail Innovations
50162,92748902711361553018013646,UPS Mail Innovations
50041,92748902711361553018012533,UPS Mail Innovations
50055,92748902711361553018013196,UPS Mail Innovations
50166,92748902711361553018014018,UPS Mail Innovations
50082,92748902711361553018012328,UPS Mail Innovations
50049,92748902711361553018012861,UPS Mail Innovations
50012,92748902711361553018013189,UPS Mail Innovations
50178,92748902711361553018012717,UPS Mail Innovations
50023,92748902711361553018012588,UPS Mail Innovations
50045,92748902711361553018012489,UPS Mail Innovations
50145,92748902711361553018012960,UPS Mail Innovations
50322,92748902711361553018014100,UPS Mail Innovations
50104,92748902711361553018012212,UPS Mail Innovations
50164,92748902711361553018012724,UPS Mail Innovations
50116,92748902711361553018014056,UPS Mail Innovations
50209,92748902711361553018012922,UPS Mail Innovations
50007,92748902711361553018012632,UPS Mail Innovations
50201,92748902711361553018013530,UPS Mail Innovations
50038,92748902711361553018013905,UPS Mail Innovations
50077,92748902711361553018012373,UPS Mail Innovations
50154,92748902711361553018012076,UPS Mail Innovations
50004,92748902711361553018013141,UPS Mail Innovations
50021,92748902711361553018013912,UPS Mail Innovations
50068,92748902711361553018013790,UPS Mail Innovations
50083,92748902711361553018012311,UPS Mail Innovations
50078,92748902711361553018012823,UPS Mail Innovations
50025,92748902711361553018012908,UPS Mail Innovations
50314,92748902711361553018013158,UPS Mail Innovations
50159,92748902711361553018013684,UPS Mail Innovations
50060,92748902711361553018012472,UPS Mail Innovations
50302,92748902711361553018014131,UPS Mail Innovations
50186,92748902711361553018012700,UPS Mail Innovations
50124,92748902711361553018012205,UPS Mail Innovations
50115,92748902711361553018013172,UPS Mail Innovations
50287,92748902711361553018013097,UPS Mail Innovations
50079,92748902711361553018013783,UPS Mail Innovations
50129,92748902711361553018012175,UPS Mail Innovations
50196,92748902711361553018013585,UPS Mail Innovations
50034,92748902711361553018013899,UPS Mail Innovations
50032,92748902711361553018012885,UPS Mail Innovations
50064,92748902711361553018012397,UPS Mail Innovations
50090,92748902711361553018012298,UPS Mail Innovations
50172,92748902711361553018012052,UPS Mail Innovations
50114,92748902711361553018013745,UPS Mail Innovations
50185,92748902711361553018012007,UPS Mail Innovations
50075,92748902711361553018012366,UPS Mail Innovations
50317,1Z9F72W00332789436,UPS
50059,92748902711361553018012991,UPS Mail Innovations
50056,92748902711361553018012403,UPS Mail Innovations
50047,92748902711361553018013875,UPS Mail Innovations
50179,92748902711361553018012038,UPS Mail Innovations
50113,92748902711361553018013752,UPS Mail Innovations
50048,92748902711361553018013882,UPS Mail Innovations
50096,92748902711361553018012281,UPS Mail Innovations
50062,92748902711361553018013837,UPS Mail Innovations
50119,92748902711361553018012229,UPS Mail Innovations
50022,92748902711361553018012625,UPS Mail Innovations
50035,92748902711361553018013011,UPS Mail Innovations
50249,92748902711361553018013080,UPS Mail Innovations
50138,92748902711361553018014032,UPS Mail Innovations
50206,92748902711361553018013578,UPS Mail Innovations
50057,92748902711361553018013851,UPS Mail Innovations
50081,92748902711361553018013813,UPS Mail Innovations
50051,92748902711361553018013844,UPS Mail Innovations
50146,92748902711361553018012786,UPS Mail Innovations
50040,92748902711361553018012557,UPS Mail Innovations
50102,92748902711361553018013219,UPS Mail Innovations
50231,92748902711361553018014070,UPS Mail Innovations
50080,92748902711361553018012830,UPS Mail Innovations
50066,92748902711361553018012847,UPS Mail Innovations
50120,92748902711361553018013110,UPS Mail Innovations
50163,92748902711361553018013653,UPS Mail Innovations
50134,92748902711361553018012151,UPS Mail Innovations
50050,92748902711361553018012502,UPS Mail Innovations
50085,92748902711361553018012304,UPS Mail Innovations
50074,92748902711361553018013127,UPS Mail Innovations
50122,92748902711361553018012168,UPS Mail Innovations
50019,92748902711361553018012618,UPS Mail Innovations
50037,92748902711361553018013691,UPS Mail Innovations
50316,92748902711361553018013226,UPS Mail Innovations
50133,92748902711361553018012182,UPS Mail Innovations
50005,92748902711361553018012649,UPS Mail Innovations
50069,92748902711361553018012410,UPS Mail Innovations
50098,1Z9F72W00332789427,UPS
50128,92748902711361553018013721,UPS Mail Innovations
50135,92748902711361553018012137,UPS Mail Innovations
50239,92748902711361553018013066,UPS Mail Innovations
50087,92748902711361553018012984,UPS Mail Innovations
50171,92748902711361553018013639,UPS Mail Innovations
50180,92748902711361553018013615,UPS Mail Innovations
50117,92748902711361553018012243,UPS Mail Innovations
50039,92748902711361553018012540,UPS Mail Innovations
50169,92748902711361553018013622,UPS Mail Innovations
50191,92748902711361553018013974,UPS Mail Innovations
50173,92748902711361553018012748,UPS Mail Innovations
50058,92748902711361553018012441,UPS Mail Innovations
49998,92748902711361553018012663,UPS Mail Innovations
50028,92748902711361553018012564,UPS Mail Innovations
50130,92748902711361553018012120,UPS Mail Innovations
50027,92748902711361553018012878,UPS Mail Innovations
50200,92748902711361553018012687,UPS Mail Innovations
50184,92748902711361553018012021,UPS Mail Innovations
50181,92748902711361553018013981,UPS Mail Innovations
50093,92748902711361553018013769,UPS Mail Innovations
50106,92748902711361553018012250,UPS Mail Innovations
50212,92748902711361553018013035,UPS Mail Innovations
50070,92748902711361553018012342,UPS Mail Innovations
50149,92748902711361553018012892,UPS Mail Innovations
50320,92748902711361553018014094,UPS Mail Innovations
50029,92748902711361553018012526,UPS Mail Innovations
50157,92748902711361553018014001,UPS Mail Innovations
49997,92748902711361553018012915,UPS Mail Innovations
50161,92748902711361553018012069,UPS Mail Innovations
50151,92748902711361553018012090,UPS Mail Innovations
50183,92748902711361553018012014,UPS Mail Innovations
50148,92748902711361553018013677,UPS Mail Innovations
50046,92748902711361553018012496,UPS Mail Innovations
50043,92748902711361553018013134,UPS Mail Innovations
50008,92748902711361553018013936,UPS Mail Innovations
49996,92748902711361553018012670,UPS Mail Innovations
50137,92748902711361553018012106,UPS Mail Innovations
50202,1Z9F72W00332789418,UPS
50044,92748902711361553018013868,UPS Mail Innovations
50011,92748902711361553018012601,UPS Mail Innovations
50054,92748902711361553018012434,UPS Mail Innovations
50136,92748902711361553018012083,UPS Mail Innovations
50189,92748902711361553018013592,UPS Mail Innovations
50076,92748902711361553018012335,UPS Mail Innovations
50150,92748902711361553018012779,UPS Mail Innovations
50107,92748902711361553018012199,UPS Mail Innovations
50125,92748902711361553018012977,UPS Mail Innovations
50108,92748902711361553018012267,UPS Mail Innovations
50000,92748902711361553018012656,UPS Mail Innovations
50131,92748902711361553018012793,UPS Mail Innovations
50052,92748902711361553018013004,UPS Mail Innovations
50158,92748902711361553018012762,UPS Mail Innovations
