RequestID,Tracking Number,CarrierName
47860,1Z9F72W00332479628,UPS
48001,1Z9F72W00332474516,UPS
48003,1Z9F72W00332474525,UPS
48004,1Z9F72W00332474534,UPS
48005,1Z9F72W00332474543,UPS
48006,1Z9F72W00332474552,UPS
48008,1Z9F72W00332474561,UPS
48009,1Z9F72W00332474570,UPS
48010,1Z9F72W00332474589,UPS
48011,1Z9F72W00332474598,UPS
48012,1Z9F72W00332474605,UPS
48013,1Z9F72W00332474614,UPS
48014,1Z9F72W00332474623,UPS
48015,1Z9F72W00332474632,UPS
48016,1Z9F72W00332474641,UPS
48017,1Z9F72W00332474650,UPS
48018,1Z9F72W00332474678,UPS
48019,1Z9F72W00332474669,UPS
48020,1Z9F72W00332474687,UPS
48021,1Z9F72W00332474696,UPS
48023,1Z9F72W00332474703,UPS
48024,1Z9F72W00332474712,UPS
48025,1Z9F72W00332474721,UPS
48026,1Z9F72W00332474730,UPS
48027,1Z9F72W00332474749,UPS
48028,1Z9F72W00332474758,UPS
48030,1Z9F72W00332474767,UPS
48031,1Z9F72W00332474776,UPS
48032,1Z9F72W00332474785,UPS
48033,1Z9F72W00332474794,UPS
48034,1Z9F72W00332474801,UPS
48036,1Z9F72W00332474810,UPS
48040,1Z9F72W00332474829,UPS
48042,1Z9F72W00332474838,UPS
48043,1Z9F72W00332474847,UPS
48044,1Z9F72W00332474856,UPS
48045,1Z9F72W00332487388,UPS
48046,1Z9F72W00332487397,UPS
48047,1Z9F72W00332487404,UPS
48048,1Z9F72W00332487413,UPS
48049,1Z9F72W00332487422,UPS
48050,1Z9F72W00332487431,UPS
48051,1Z9F72W00332487440,UPS
48052,1Z9F72W00332487459,UPS
48053,1Z9F72W00332487468,UPS
48054,1Z9F72W00332487477,UPS
48055,1Z9F72W00332487486,UPS
48056,1Z9F72W00332487495,UPS
48057,1Z9F72W00332487502,UPS
