RequestID,Tracking Number,CarrierName
49496,92748902711361553018009366,UPS Mail Innovations
49545,92748902711361553018011499,UPS Mail Innovations
49884,92748902711361553018010607,UPS Mail Innovations
49696,92748902711361553018011208,UPS Mail Innovations
49761,92748902711361553018011420,UPS Mail Innovations
49901,92748902711361553018011093,UPS Mail Innovations
49678,92748902711361553018009021,UPS Mail Innovations
49689,92748902711361553018008987,UPS Mail Innovations
49736,92748902711361553018011444,UPS Mail Innovations
49743,92748902711361553018008918,UPS Mail Innovations
49483,92748902711361553018011338,UPS Mail Innovations
49500,92748902711361553018009564,UPS Mail Innovations
49704,92748902711361553018011451,UPS Mail Innovations
49668,1Z9F72W00332757621,UPS
49790,92748902711361553018010966,UPS Mail Innovations
49714,92748902711361553018010836,UPS Mail Innovations
49680,92748902711361553018009014,UPS Mail Innovations
49671,92748902711361553018009045,UPS Mail Innovations
49765,92748902711361553018010706,UPS Mail Innovations
49492,92748902711361553018009472,UPS Mail Innovations
49706,92748902711361553018011529,UPS Mail Innovations
49780,92748902711361553018010669,UPS Mail Innovations
49710,92748902711361553018009489,UPS Mail Innovations
49544,92748902711361553018009175,UPS Mail Innovations
49777,92748902711361553018010676,UPS Mail Innovations
49741,1Z9F72W00332757596,UPS
49674,92748902711361553018011246,UPS Mail Innovations
49742,92748902711361553018010799,UPS Mail Innovations
49627,92748902711361553018009335,UPS Mail Innovations
49843,92748902711361553018011383,UPS Mail Innovations
49831,92748902711361553018009380,UPS Mail Innovations
49855,92748902711361553018011376,UPS Mail Innovations
49904,92748902711361553018011130,UPS Mail Innovations
49784,92748902711361553018010997,UPS Mail Innovations
49675,92748902711361553018009502,UPS Mail Innovations
49815,92748902711361553018009397,UPS Mail Innovations
49648,92748902711361553018009540,UPS Mail Innovations
49532,92748902711361553018009144,UPS Mail Innovations
49650,92748902711361553018010867,UPS Mail Innovations
49991,1Z9F72W00332757658,UPS
49557,92748902711361553018009427,UPS Mail Innovations
49724,92748902711361553018009625,UPS Mail Innovations
49570,92748902711361553018009243,UPS Mail Innovations
49513,92748902711361553018009342,UPS Mail Innovations
49882,92748902711361553018009571,UPS Mail Innovations
49752,92748902711361553018011574,UPS Mail Innovations
49870,92748902711361553018010928,UPS Mail Innovations
49690,92748902711361553018008970,UPS Mail Innovations
49792,92748902711361553018010645,UPS Mail Innovations
49527,92748902711361553018011277,UPS Mail Innovations
