RequestID,Tracking Number,CarrierName
47089,1Z9F72W00332394522,UPS
47090,1Z9F72W00332394531,UPS
47091,1Z9F72W00332394540,UPS
47092,1Z9F72W00332394559,UPS
47093,1Z9F72W00332394568,UPS
47094,1Z9F72W00332394577,UPS
47095,1Z9F72W00332394602,UPS
47096,1Z9F72W00332394595,UPS
47097,1Z9F72W00332394586,UPS
47098,1Z9F72W00332394611,UPS
47099,1Z9F72W00332394620,UPS
47100,1Z9F72W00332394657,UPS
47101,1Z9F72W00332394648,UPS
47103,1Z9F72W00332394639,UPS
47104,1Z9F72W00332394666,UPS
47105,1Z9F72W00332395076,UPS
47106,1Z9F72W00332394675,UPS
47108,1Z9F72W00332394684,UPS
47110,1Z9F72W00332395138,UPS
47111,1Z9F72W00332394700,UPS
47112,1Z9F72W00332394693,UPS
47113,1Z9F72W00332394737,UPS
47114,1Z9F72W00332394728,UPS
47115,1Z9F72W00332394719,UPS
47116,1Z9F72W00332394746,UPS
47117,1Z9F72W00332394755,UPS
47118,1Z9F72W00332394764,UPS
47119,1Z9F72W00332394773,UPS
47120,1Z9F72W00332394782,UPS
47122,1Z9F72W00332394791,UPS
47124,1Z9F72W00332394808,UPS
47125,1Z9F72W00332394817,UPS
47126,1Z9F72W00332394826,UPS
47127,1Z9F72W00332394844,UPS
47128,1Z9F72W00332394835,UPS
47130,1Z9F72W00332394853,UPS
47131,1Z9F72W00332394880,UPS
47132,1Z9F72W00332394862,UPS
47133,1Z9F72W00332394871,UPS
47134,1Z9F72W00332394899,UPS
47135,1Z9F72W00332394906,UPS
47136,1Z9F72W00332394915,UPS
47138,1Z9F72W00332394924,UPS
47139,1Z9F72W00332394933,UPS
47140,1Z9F72W00332394942,UPS
47141,1Z9F72W00332394979,UPS
47142,1Z9F72W00332394960,UPS
47143,1Z9F72W00332395147,UPS
47144,1Z9F72W00332394951,UPS
47145,1Z9F72W00332394988,UPS
47146,1Z9F72W00332395085,UPS
47147,1Z9F72W00332395094,UPS
47148,1Z9F72W00332395101,UPS
47150,1Z9F72W00332395183,UPS
47151,1Z9F72W00332395012,UPS
47152,1Z9F72W00332395110,UPS
47153,1Z9F72W00332395156,UPS
47154,1Z9F72W00332395003,UPS
