RequestID,Tracking Number,CarrierName
47407,1Z9F72W00332421911,UPS
47409,1Z9F72W00332421920,UPS
47410,1Z9F72W00332426498,UPS
47411,1Z9F72W00332421939,UPS
47412,1Z9F72W00332426505,UPS
47413,1Z9F72W00332426514,UPS
47414,1Z9F72W00332426523,UPS
47415,1Z9F72W00332421948,UPS
47416,1Z9F72W00332421957,UPS
47417,1Z9F72W00332421975,UPS
47418,1Z9F72W00332421984,UPS
47419,1Z9F72W00332421966,UPS
47420,1Z9F72W00332422143,UPS
47421,1Z9F72W00332421993,UPS
47422,1Z9F72W00332422009,UPS
47424,1Z9F72W00332426676,UPS
47425,1Z9F72W00332422161,UPS
47426,1Z9F72W00332426667,UPS
47427,1Z9F72W00332426532,UPS
47428,1Z9F72W00332422241,UPS
47429,1Z9F72W00332422152,UPS
47430,1Z9F72W00332426541,UPS
47431,1Z9F72W00332422170,UPS
47432,1Z9F72W00332426550,UPS
47433,1Z9F72W00332426658,UPS
47434,1Z9F72W00332422189,UPS
47436,1Z9F72W00332422198,UPS
47437,1Z9F72W00332426569,UPS
47438,1Z9F72W00332422205,UPS
47439,1Z9F72W00332422214,UPS
47440,1Z9F72W00332422223,UPS
47441,1Z9F72W00332422018,UPS
47442,1Z9F72W00332422232,UPS
47443,1Z9F72W00332426578,UPS
47444,1Z9F72W00332422027,UPS
47445,1Z9F72W00332426685,UPS
47446,1Z9F72W00332422036,UPS
47447,1Z9F72W00332422045,UPS
47448,1Z9F72W00332422054,UPS
47449,1Z9F72W00332426694,UPS
47450,1Z9F72W00332422072,UPS
47451,1Z9F72W00332426701,UPS
47452,1Z9F72W00332422063,UPS
47454,1Z9F72W00332426596,UPS
47455,1Z9F72W00332426603,UPS
47456,1Z9F72W00332426587,UPS
47457,1Z9F72W00332426612,UPS
47458,1Z9F72W00332426649,UPS
47459,1Z9F72W00332426630,UPS
47460,1Z9F72W00332426621,UPS
47464,1Z9F72W00332422081,UPS
47466,1Z9F72W00332422090,UPS
47467,1Z9F72W00332422116,UPS
47468,1Z9F72W00332422107,UPS
47469,1Z9F72W00332426710,UPS
47470,1Z9F72W00332426729,UPS
47473,1Z9F72W00332426738,UPS
47474,1Z9F72W00332422250,UPS
47476,1Z9F72W00332422269,UPS
47477,1Z9F72W00332422278,UPS
47478,1Z9F72W00332422125,UPS
47480,1Z9F72W00332422134,UPS
47488,1Z9F72W00332422287,UPS
47489,1Z9F72W00332426747,UPS
47490,1Z9F72W00332426756,UPS
47491,1Z9F72W00332426765,UPS
47492,1Z9F72W00332426774,UPS
47493,1Z9F72W00332426783,UPS
47495,1Z9F72W00332426818,UPS
47496,1Z9F72W00332426792,UPS
47497,1Z9F72W00332426809,UPS
